t,x_filtered,y_filtered,yaw_filtered,x_gt,y_gt,yaw_gt,pos_error,yaw_error
0.0,4.650145412411697,2.9997318633179058,-7.607601953903073e-05,4.650145412411697,2.9997318633179058,-7.607601953903073e-05,0.0,0.0
0.029999999999997584,4.650148286458659,2.9997309338574394,-5.563403522752739e-05,4.650145412411697,2.9997318633179058,-7.607601953903073e-05,3.0206030357304812e-06,2.0441984311503347e-05
0.05999999999999872,4.648674652365137,3.001536434377854,-8.766662130583952e-05,4.650145808727352,2.9997318650308458,-7.607629929203708e-05,0.0023282550483672343,1.1590322013802439e-05
0.09999999999999787,4.649932573518402,2.9999933540900123,3.7002503919116168e-06,4.650146205054714,2.999731866743782,-7.607657903469384e-05,0.0003376596889556052,7.977682942660546e-05
0.129999999999999,4.650065067546261,2.9998315849043586,-5.563533557358042e-05,4.650146601393784,2.999731868456714,-7.607685876675173e-05,0.00012880659231133228,2.0441523193171312e-05
0.16000000000000014,4.650135919478697,2.999745253550813,-1.3946167694414004e-05,4.650146997744562,2.9997318701696414,-7.607713848776012e-05,1.737362559042216e-05,6.21309707933461e-05
0.1999999999999993,4.650146600835603,2.9997326305629,-9.132478672804054e-06,4.650147394107049,2.9997318718825645,-7.607741819855926e-05,1.0976681821999236e-06,6.694493952575521e-05
0.23000000000000043,4.6501471824717555,2.999731797594715,-5.563588437458507e-05,4.650147394107049,2.9997318718825645,-7.607741819855926e-05,2.2429485498238596e-07,2.044153382397419e-05
0.259999999999998,4.648655325746914,3.00156360926514,-9.892213367730592e-05,4.650147790481242,2.9997318735954837,-7.607769790012378e-05,0.002362775179043707,2.2844435777182135e-05
0.3000000000000007,4.649931207380842,2.9999971327149773,-7.562236880338733e-05,4.650148186867145,2.9997318753083984,-7.607797759114398e-05,0.00034269751855121313,4.556087877566513e-07
0.3299999999999983,4.650067528551506,2.999832015137329,-5.563663501546787e-05,4.650148583264757,2.9997318770213086,-7.607825727180401e-05,0.00012883131925287857,2.0441622256336142e-05
0.35999999999999943,4.6501385585335235,2.9997445202333344,-5.40934631913646e-05,4.650148979674077,2.9997318787342153,-7.607853694179222e-05,1.6383152029019137e-05,2.1985073750427613e-05
0.3999999999999986,4.650149510880864,2.9997313486029,-5.980335958262402e-05,4.650149376095106,2.9997318804471176,-7.607881660154754e-05,5.486578826703906e-07,1.6275457018923522e-05
